label,sentence
False,les chirurgiens sont petits et est grand
True,les chirurgiens sont petits et sont vieux
False,les chirurgiens sont petits et est vieux
True,les chirurgiens sont petits et sont jeunes
False,les chirurgiens sont petits et est jeune
True,les sénateurs sont petits et déménagent
True,les sénateurs sont petits et parlent
True,les sénateurs sont petits et retournent
True,les sénateurs sont petits et sont petits
False,les sénateurs sont petits et est petit
True,les sénateurs sont petits et sont grands
False,les sénateurs sont petits et est grand
True,les sénateurs sont petits et sont vieux
False,les sénateurs sont petits et est vieux
True,les sénateurs sont petits et sont jeunes
False,les sénateurs sont petits et est jeune
True,les professeurs sont petits et déménagent
True,les professeurs sont petits et parlent
True,les professeurs sont petits et retournent
True,les professeurs sont petits et sont petits
False,les professeurs sont petits et est petit
True,les professeurs sont petits et sont grands
False,les professeurs sont petits et est grand
True,les professeurs sont petits et sont vieux
False,les professeurs sont petits et est vieux
True,les professeurs sont petits et sont jeunes
False,les professeurs sont petits et est jeune
True,les clients sont petits et déménagent
True,les clients sont petits et parlent
True,les clients sont petits et retournent
True,les clients sont petits et sont petits
False,les clients sont petits et est petit
True,les clients sont petits et sont grands
False,les clients sont petits et est grand
True,les clients sont petits et sont vieux
False,les clients sont petits et est vieux
True,les clients sont petits et sont jeunes
False,les clients sont petits et est jeune
True,les officiers sont petits et déménagent
True,les officiers sont petits et parlent
True,les officiers sont petits et retournent
True,les officiers sont petits et sont petits
False,les officiers sont petits et est petit
True,les officiers sont petits et sont grands
False,les officiers sont petits et est grand
True,les officiers sont petits et sont vieux
False,les officiers sont petits et est vieux
True,les officiers sont petits et sont jeunes
False,les officiers sont petits et est jeune
True,les pilotes sont petits et déménagent
True,les pilotes sont petits et parlent
True,les pilotes sont petits et retournent
True,les pilotes sont petits et sont petits
False,les pilotes sont petits et est petit
True,les pilotes sont petits et sont grands
False,les pilotes sont petits et est grand
True,les pilotes sont petits et sont vieux
False,les pilotes sont petits et est vieux
True,les pilotes sont petits et sont jeunes
False,les pilotes sont petits et est jeune
True,les consultants sont petits et déménagent
True,les consultants sont petits et parlent
True,les consultants sont petits et retournent
True,les consultants sont petits et sont petits
False,les consultants sont petits et est petit
True,les consultants sont petits et sont grands
False,les consultants sont petits et est grand
True,les consultants sont petits et sont vieux
False,les consultants sont petits et est vieux
True,les consultants sont petits et sont jeunes
False,les consultants sont petits et est jeune
True,les auteurs sont grands et déménagent
True,les auteurs sont grands et parlent
True,les auteurs sont grands et retournent
True,les auteurs sont grands et sont petits
False,les auteurs sont grands et est petit
True,les auteurs sont grands et sont grands
False,les auteurs sont grands et est grand
True,les auteurs sont grands et sont vieux
False,les auteurs sont grands et est vieux
True,les auteurs sont grands et sont jeunes
False,les auteurs sont grands et est jeune
True,les directeurs sont grands et déménagent
True,les directeurs sont grands et parlent
True,les directeurs sont grands et retournent
True,les directeurs sont grands et sont petits
False,les directeurs sont grands et est petit
True,les directeurs sont grands et sont grands
False,les directeurs sont grands et est grand
True,les directeurs sont grands et sont vieux
False,les directeurs sont grands et est vieux
True,les directeurs sont grands et sont jeunes
False,les directeurs sont grands et est jeune
True,les agriculteurs sont grands et déménagent
True,les agriculteurs sont grands et parlent
True,les agriculteurs sont grands et retournent
True,les agriculteurs sont grands et sont petits
False,les agriculteurs sont grands et est petit
True,les agriculteurs sont grands et sont grands
False,les agriculteurs sont grands et est grand
True,les agriculteurs sont grands et sont vieux
False,les agriculteurs sont grands et est vieux
True,les agriculteurs sont grands et sont jeunes
False,les agriculteurs sont grands et est jeune
True,les chirurgiens sont grands et déménagent
True,les chirurgiens sont grands et parlent
True,les chirurgiens sont grands et retournent
True,les chirurgiens sont grands et sont petits
False,les chirurgiens sont grands et est petit
True,les chirurgiens sont grands et sont grands
False,les chirurgiens sont grands et est grand
True,les chirurgiens sont grands et sont vieux
False,les chirurgiens sont grands et est vieux
True,les chirurgiens sont grands et sont jeunes
False,les chirurgiens sont grands et est jeune
True,les sénateurs sont grands et déménagent
True,les sénateurs sont grands et parlent
True,les sénateurs sont grands et retournent
True,les sénateurs sont grands et sont petits
False,les sénateurs sont grands et est petit
True,les sénateurs sont grands et sont grands
False,les sénateurs sont grands et est grand
True,les sénateurs sont grands et sont vieux
False,les sénateurs sont grands et est vieux
True,les sénateurs sont grands et sont jeunes
False,les sénateurs sont grands et est jeune
True,les professeurs sont grands et déménagent
True,les professeurs sont grands et parlent
True,les professeurs sont grands et retournent
True,les professeurs sont grands et sont petits
False,les professeurs sont grands et est petit
True,les professeurs sont grands et sont grands
False,les professeurs sont grands et est grand
True,les professeurs sont grands et sont vieux
False,les professeurs sont grands et est vieux
True,les professeurs sont grands et sont jeunes
False,les professeurs sont grands et est jeune
True,les clients sont grands et déménagent
True,les clients sont grands et parlent
True,les clients sont grands et retournent
True,les clients sont grands et sont petits
False,les clients sont grands et est petit
True,les clients sont grands et sont grands
False,les clients sont grands et est grand
True,les clients sont grands et sont vieux
False,les clients sont grands et est vieux
True,les clients sont grands et sont jeunes
False,les clients sont grands et est jeune
True,les officiers sont grands et déménagent
True,les officiers sont grands et parlent
True,les officiers sont grands et retournent
True,les officiers sont grands et sont petits
False,les officiers sont grands et est petit
True,les officiers sont grands et sont grands
False,les officiers sont grands et est grand
True,les officiers sont grands et sont vieux
False,les officiers sont grands et est vieux
True,les officiers sont grands et sont jeunes
False,les officiers sont grands et est jeune
True,les pilotes sont grands et déménagent
True,les pilotes sont grands et parlent
True,les pilotes sont grands et retournent
True,les pilotes sont grands et sont petits
False,les pilotes sont grands et est petit
True,les pilotes sont grands et sont grands
False,les pilotes sont grands et est grand
True,les pilotes sont grands et sont vieux
False,les pilotes sont grands et est vieux
True,les pilotes sont grands et sont jeunes
False,les pilotes sont grands et est jeune
True,les consultants sont grands et déménagent
True,les consultants sont grands et parlent
True,les consultants sont grands et retournent
True,les consultants sont grands et sont petits
False,les consultants sont grands et est petit
True,les consultants sont grands et sont grands
False,les consultants sont grands et est grand
True,les consultants sont grands et sont vieux
False,les consultants sont grands et est vieux
True,les consultants sont grands et sont jeunes
False,les consultants sont grands et est jeune
True,les auteurs sont vieux et déménagent
True,les auteurs sont vieux et parlent
True,les auteurs sont vieux et retournent
True,les auteurs sont vieux et sont petits
False,les auteurs sont vieux et est petit
True,les auteurs sont vieux et sont grands
False,les auteurs sont vieux et est grand
True,les auteurs sont vieux et sont vieux
False,les auteurs sont vieux et est vieux
True,les auteurs sont vieux et sont jeunes
False,les auteurs sont vieux et est jeune
True,les directeurs sont vieux et déménagent
True,les directeurs sont vieux et parlent
True,les directeurs sont vieux et retournent
True,les directeurs sont vieux et sont petits
False,les directeurs sont vieux et est petit
True,les directeurs sont vieux et sont grands
False,les directeurs sont vieux et est grand
True,les directeurs sont vieux et sont vieux
False,les directeurs sont vieux et est vieux
True,les directeurs sont vieux et sont jeunes
False,les directeurs sont vieux et est jeune
True,les agriculteurs sont vieux et déménagent
True,les agriculteurs sont vieux et parlent
True,les agriculteurs sont vieux et retournent
True,les agriculteurs sont vieux et sont petits
False,les agriculteurs sont vieux et est petit
True,les agriculteurs sont vieux et sont grands
False,les agriculteurs sont vieux et est grand
True,les agriculteurs sont vieux et sont vieux
False,les agriculteurs sont vieux et est vieux
True,les agriculteurs sont vieux et sont jeunes
False,les agriculteurs sont vieux et est jeune
True,les chirurgiens sont vieux et déménagent
True,les chirurgiens sont vieux et parlent
True,les chirurgiens sont vieux et retournent
True,les chirurgiens sont vieux et sont petits
False,les chirurgiens sont vieux et est petit
True,les chirurgiens sont vieux et sont grands
False,les chirurgiens sont vieux et est grand
True,les chirurgiens sont vieux et sont vieux
False,les chirurgiens sont vieux et est vieux
True,les chirurgiens sont vieux et sont jeunes
False,les chirurgiens sont vieux et est jeune
True,les sénateurs sont vieux et déménagent
True,les sénateurs sont vieux et parlent
True,les sénateurs sont vieux et retournent
True,les sénateurs sont vieux et sont petits
False,les sénateurs sont vieux et est petit
True,les sénateurs sont vieux et sont grands
False,les sénateurs sont vieux et est grand
True,les sénateurs sont vieux et sont vieux
False,les sénateurs sont vieux et est vieux
True,les sénateurs sont vieux et sont jeunes
False,les sénateurs sont vieux et est jeune
True,les professeurs sont vieux et déménagent
True,les professeurs sont vieux et parlent
True,les professeurs sont vieux et retournent
True,les professeurs sont vieux et sont petits
False,les professeurs sont vieux et est petit
True,les professeurs sont vieux et sont grands
False,les professeurs sont vieux et est grand
True,les professeurs sont vieux et sont vieux
False,les professeurs sont vieux et est vieux
True,les professeurs sont vieux et sont jeunes
False,les professeurs sont vieux et est jeune
True,les clients sont vieux et déménagent
True,les clients sont vieux et parlent
True,les clients sont vieux et retournent
True,les clients sont vieux et sont petits
False,les clients sont vieux et est petit
True,les clients sont vieux et sont grands
False,les clients sont vieux et est grand
True,les clients sont vieux et sont vieux
False,les clients sont vieux et est vieux
True,les clients sont vieux et sont jeunes
False,les clients sont vieux et est jeune
True,les officiers sont vieux et déménagent
True,les officiers sont vieux et parlent
True,les officiers sont vieux et retournent
True,les officiers sont vieux et sont petits
False,les officiers sont vieux et est petit
True,les officiers sont vieux et sont grands
False,les officiers sont vieux et est grand
True,les officiers sont vieux et sont vieux
False,les officiers sont vieux et est vieux
True,les officiers sont vieux et sont jeunes
False,les officiers sont vieux et est jeune
True,les pilotes sont vieux et déménagent
True,les pilotes sont vieux et parlent
True,les pilotes sont vieux et retournent
True,les pilotes sont vieux et sont petits
False,les pilotes sont vieux et est petit
True,les pilotes sont vieux et sont grands
False,les pilotes sont vieux et est grand
True,les pilotes sont vieux et sont vieux
False,les pilotes sont vieux et est vieux
True,les pilotes sont vieux et sont jeunes
False,les pilotes sont vieux et est jeune
True,les consultants sont vieux et déménagent
True,les consultants sont vieux et parlent
True,les consultants sont vieux et retournent
True,les consultants sont vieux et sont petits
False,les consultants sont vieux et est petit
True,les consultants sont vieux et sont grands
False,les consultants sont vieux et est grand
True,les consultants sont vieux et sont vieux
False,les consultants sont vieux et est vieux
True,les consultants sont vieux et sont jeunes
False,les consultants sont vieux et est jeune
True,les auteurs sont jeunes et déménagent
True,les auteurs sont jeunes et parlent
True,les auteurs sont jeunes et retournent
True,les auteurs sont jeunes et sont petits
False,les auteurs sont jeunes et est petit
True,les auteurs sont jeunes et sont grands
False,les auteurs sont jeunes et est grand
True,les auteurs sont jeunes et sont vieux
False,les auteurs sont jeunes et est vieux
True,les auteurs sont jeunes et sont jeunes
False,les auteurs sont jeunes et est jeune
True,les directeurs sont jeunes et déménagent
True,les directeurs sont jeunes et parlent
True,les directeurs sont jeunes et retournent
True,les directeurs sont jeunes et sont petits
False,les directeurs sont jeunes et est petit
True,les directeurs sont jeunes et sont grands
False,les directeurs sont jeunes et est grand
True,les directeurs sont jeunes et sont vieux
False,les directeurs sont jeunes et est vieux
True,les directeurs sont jeunes et sont jeunes
False,les directeurs sont jeunes et est jeune
True,les agriculteurs sont jeunes et déménagent
True,les agriculteurs sont jeunes et parlent
True,les agriculteurs sont jeunes et retournent
True,les agriculteurs sont jeunes et sont petits
False,les agriculteurs sont jeunes et est petit
True,les agriculteurs sont jeunes et sont grands
False,les agriculteurs sont jeunes et est grand
True,les agriculteurs sont jeunes et sont vieux
False,les agriculteurs sont jeunes et est vieux
True,les agriculteurs sont jeunes et sont jeunes
False,les agriculteurs sont jeunes et est jeune
True,les chirurgiens sont jeunes et déménagent
True,les chirurgiens sont jeunes et parlent
True,les chirurgiens sont jeunes et retournent
True,les chirurgiens sont jeunes et sont petits
False,les chirurgiens sont jeunes et est petit
True,les chirurgiens sont jeunes et sont grands
False,les chirurgiens sont jeunes et est grand
True,les chirurgiens sont jeunes et sont vieux
False,les chirurgiens sont jeunes et est vieux
True,les chirurgiens sont jeunes et sont jeunes
False,les chirurgiens sont jeunes et est jeune
True,les sénateurs sont jeunes et déménagent
True,les sénateurs sont jeunes et parlent
True,les sénateurs sont jeunes et retournent
True,les sénateurs sont jeunes et sont petits
False,les sénateurs sont jeunes et est petit
True,les sénateurs sont jeunes et sont grands
False,les sénateurs sont jeunes et est grand
True,les sénateurs sont jeunes et sont vieux
False,les sénateurs sont jeunes et est vieux
True,les sénateurs sont jeunes et sont jeunes
False,les sénateurs sont jeunes et est jeune
True,les professeurs sont jeunes et déménagent
True,les professeurs sont jeunes et parlent
True,les professeurs sont jeunes et retournent
True,les professeurs sont jeunes et sont petits
False,les professeurs sont jeunes et est petit
True,les professeurs sont jeunes et sont grands
False,les professeurs sont jeunes et est grand
True,les professeurs sont jeunes et sont vieux
False,les professeurs sont jeunes et est vieux
True,les professeurs sont jeunes et sont jeunes
False,les professeurs sont jeunes et est jeune
True,les clients sont jeunes et déménagent
True,les clients sont jeunes et parlent
True,les clients sont jeunes et retournent
True,les clients sont jeunes et sont petits
False,les clients sont jeunes et est petit
True,les clients sont jeunes et sont grands
False,les clients sont jeunes et est grand
True,les clients sont jeunes et sont vieux
False,les clients sont jeunes et est vieux
True,les clients sont jeunes et sont jeunes
False,les clients sont jeunes et est jeune
True,les officiers sont jeunes et déménagent
True,les officiers sont jeunes et parlent
True,les officiers sont jeunes et retournent
True,les officiers sont jeunes et sont petits
False,les officiers sont jeunes et est petit
True,les officiers sont jeunes et sont grands
False,les officiers sont jeunes et est grand
True,les officiers sont jeunes et sont vieux
False,les officiers sont jeunes et est vieux
True,les officiers sont jeunes et sont jeunes
False,les officiers sont jeunes et est jeune
True,les pilotes sont jeunes et déménagent
True,les pilotes sont jeunes et parlent
True,les pilotes sont jeunes et retournent
True,les pilotes sont jeunes et sont petits
False,les pilotes sont jeunes et est petit
True,les pilotes sont jeunes et sont grands
False,les pilotes sont jeunes et est grand
True,les pilotes sont jeunes et sont vieux
False,les pilotes sont jeunes et est vieux
True,les pilotes sont jeunes et sont jeunes
False,les pilotes sont jeunes et est jeune
True,les consultants sont jeunes et déménagent
True,les consultants sont jeunes et parlent
True,les consultants sont jeunes et retournent
True,les consultants sont jeunes et sont petits
False,les consultants sont jeunes et est petit
True,les consultants sont jeunes et sont grands
False,les consultants sont jeunes et est grand
True,les consultants sont jeunes et sont vieux
False,les consultants sont jeunes et est vieux
True,les consultants sont jeunes et sont jeunes
False,les consultants sont jeunes et est jeune
