label,sentence
False,ה טבח ש אוהב את ה טכנאים צוחקים
True,ה חקלאי ש ה שרים שונאים חי
False,ה יועצים ש ה שרים שונאים חי
False,ה חיילים ש ה מהנדסים מכיר רוקדים
False,ה חקלאים ש ה טכנאי שונאים חיים
True,ה חקלאי ש ה עובד מעריץ ישן
True,ה רופאים ליד ה רקדן נוסעים
True,ה מלצרים ש ה רקדנים שונאים חיים
False,ה מנהל מאחורי ה טכנאים רצים
False,ה יועצים ש ה זמרים שונא חיים
False,ה חקלאים ליד ה טכנאי חי
False,ה מלצרים מאחורי ה נהגים צוחק
True,ה חקלאי ש ה עובדים מכירים ישן
False,ה מנהלים מאחורי ה עובד חי
False,ה חקלאים ש ה מלחינים מעריצים נוסע
False,ה חייל ש מעריץ את ה מהנדסים חיים
False,ה מנהל ש ה טכנאי מכיר שוחים
True,ה טייס ש מעריץ את ה זמרים רץ
False,ה טבחים ש ה שרים מעריץ חיים
False,ה טייסים ש ה בנאים מעריצים רוקד
False,ה מנהלים ש ה שומר אוהב חי
False,ה מלצר ש מעריץ את ה טכנאים שוחים
True,ה רופאים מאחורי ה בנאים חיים
True,ה חקלאי ש ה רקדנים שונאים חי
False,ה חקלאי מאחורי ה טכנאים ישנים
True,ה מלצרים ש ה רקדנים שונאים רוקדים
False,ה יועץ מאחורי ה נהג רוקדים
True,ה חיילים ש ה שרים מכירים ישנים
False,ה מנהל ש ה טכנאים מעריץ רץ
False,ה חקלאים רוקדים ו צוחק
False,ה טבחים ש ה רקדן אוהב צוחק
False,ה קצינים מאחורי ה רקדנים שוחה
True,ה רופא ש ה נהגים אוהבים רץ
True,ה מנהל ש ה נהג מעריץ רוקד
False,ה טייסים ש ה נהגים שונאים צוחק
True,ה יועץ ליד ה שומר נוסע
True,ה מלצר מאחורי ה מהנדס ישן
True,ה מנהלים ש ה שרים אוהבים צוחקים
False,ה מלצר ש מעריץ את ה שומרים רוקדים
False,ה רופא ש ה נהגים מכיר צוחק
False,ה יועץ מאחורי ה בנאים צוחקים
True,ה חקלאים ש ה מהנדסים אוהבים ישנים
True,ה טבחים נוסעים ו אוכלים
True,ה נהגים ש ה שר מכיר צוחקים
False,ה טייסים ש ה טכנאים אוהבים שוחה
True,ה מנהלים ש אוהבים את ה שרים נוסעים
True,ה נהגים ש אוהבים את ה זמרים נוסעים
True,ה מנהלים ש מכירים את ה שר שוחים
False,ה חיילים ש ה נהג מעריץ ישן
True,ה יועצים ש ה שומר אוהב שוחים
True,ה מנהלים ש ה מהנדס אוהב שוחים
True,ה קצינים ש ה מהנדס מכיר רצים
False,ה מנהלים ש אוהבים את ה טכנאים ישן
True,ה רופאים ש ה טכנאי מכיר רוקדים
True,ה קצינים ש ה רקדנים מכירים שוחים
True,ה קצין מאחורי ה מהנדסים רוקד
False,ה טבחים ליד ה שומר ישן
False,ה חקלאי ש ה נהג מכירים רץ
True,ה רופא ש מעריץ את ה מהנדסים רוקד
False,ה טייסים ש ה שומרים מעריצים ישן
True,ה חקלאים מאחורי ה שומר רוקדים
True,ה טייס ש מכיר את ה מהנדסים נוסע
False,ה נהגים ש ה בנאים שונאים חי
False,ה רופאים ש שונאים את ה מלחין ישן
False,ה נהג ש ה עובדים אוהבים חיים
True,ה רופאים ש ה טכנאי שונא נוסעים
True,ה קצינים ש ה שרים מעריצים רצים
False,ה קצין ש ה טכנאי אוהבים רוקד
False,ה רופא ש שונא את ה מלחין רוקדים
True,ה קצין ש ה טכנאים מעריצים ישן
True,ה מלצרים ש ה זמרים מכירים שוחים
False,ה רופאים ש ה מהנדס שונאים חיים
True,ה מנהל ש ה בנאי אוהב נוסע
False,ה טבחים ש מכירים את ה טכנאים רוקד
False,ה טבחים ש ה שומרים שונא רוקדים
False,ה חייל ש שונא את ה בנאים רצים
False,ה יועץ ליד ה טכנאים חיים
True,ה טייסים ש ה רקדן שונא נוסעים
True,ה טבחים מאחורי ה רקדנים צוחקים
True,ה קצין ש ה מלחינים שונאים רץ
True,ה מלצרים ש ה נהג מעריץ צוחקים
False,ה טבח ש מכיר את ה טכנאים רצים
False,ה חיילים ש ה שר שונא רוקד
True,ה חייל ש ה שרים מכירים ישן
True,ה מנהלים ש אוהבים את ה בנאים חיים
False,ה חקלאי ש ה זמרים מכירים רצים
True,ה מלצר ש ה נהגים אוהבים רץ
False,ה טבחים ש ה בנאים מכירים רץ
False,ה מלצרים ש ה מלחינים מכיר ישנים
True,ה נהגים ש ה שומר מעריץ נוסעים
True,ה רופאים ש ה עובדים שונאים רוקדים
True,ה מלצר ש מכיר את ה רקדנים רוקד
True,ה חקלאי ש ה מלחינים שונאים צוחק
True,ה מלצר ליד ה טכנאים נוסע
True,ה מלצר ש מעריץ את ה שרים שוחה
False,ה חקלאי ש ה נהגים אוהב רוקד
True,ה יועץ ש ה רקדן מכיר חי
False,ה טבחים ש מכירים את ה בנאי רוקד
True,ה רופא ש מכיר את ה בנאי חי
True,ה חקלאים ש שונאים את ה מהנדסים ישנים
True,ה מנהלים מאחורי ה בנאים רוקדים
False,ה רופא ש ה נהגים אוהבים ישנים
True,ה רופא ש אוהב את ה עובדים חי
True,ה מלצר ש ה מהנדסים אוהבים רץ
True,ה מנהל ש ה שרים שונאים ישן
False,ה מנהל ש מכיר את ה שומרים ישנים
False,ה חקלאים ש ה עובד מעריצים רצים
False,ה יועץ מאחורי ה מלחין רוקדים
False,ה רופא ש אוהב את ה שרים שוחים
False,ה קצינים ש ה נהג אוהבים צוחקים
False,ה מנהל ש ה זמר שונאים שוחה
True,ה יועצים ש ה עובדים שונאים שוחים
True,ה מלצר ש ה שומרים שונאים שוחה
True,ה רופא ש שונא את ה שר רוקד
False,ה מנהלים ש ה עובד שונאים רוקדים
True,ה יועץ ש ה מלחין מעריץ שוחה
False,ה רופא ש ה רקדן אוהב רצים
False,ה טייס ש שונא את ה מהנדסים רצים
True,ה חייל ש ה מהנדס שונא ישן
False,ה טבחים ש ה זמר מכיר נוסע
True,ה יועץ ליד ה טכנאים רץ
False,ה יועצים ש מעריצים את ה שומרים נוסע
True,ה מלצר ש ה מהנדסים מעריצים ישן
True,ה נהגים ש שונאים את ה עובד רצים
False,ה מלצר ש מכיר את ה שומרים ישנים
False,ה נהגים ש ה בנאים מעריץ רצים
True,ה קצין מאחורי ה נהגים רץ
True,ה קצין ש ה מהנדסים אוהבים רץ
False,ה רופא ש מכיר את ה מהנדסים רצים
True,ה מלצר ש מעריץ את ה טכנאים רץ
False,ה טייסים ש ה שומרים אוהבים צוחק
True,ה מלצרים ש מכירים את ה שומרים רוקדים
False,ה יועץ ש ה רקדן אוהבים צוחק
True,ה רופאים ש מעריצים את ה מלחין רצים
True,ה חקלאי ש ה טכנאים שונאים רץ
False,ה יועצים ש ה מלחין שונאים רוקדים
True,ה חייל ש שונא את ה מהנדס צוחק
True,ה רופא ש ה נהגים אוהבים צוחק
True,ה טייסים ש ה טכנאי שונא רוקדים
False,ה חקלאים ש ה רקדנים אוהב רוקדים
False,ה טבח ש ה טכנאים שונא נוסע
True,ה רופאים ליד ה שומר נוסעים
False,ה חייל ש מכיר את ה בנאי רוקדים
True,ה נהג ש אוהב את ה בנאים רץ
False,ה רופאים ש ה שר אוהב חי
False,ה מנהלים ש ה שרים מכיר ישנים
False,ה חקלאים ש מעריצים את ה שרים חי
True,ה חייל ש ה זמרים מעריצים רוקד
False,ה נהג ליד ה שר שוחים
True,ה טבח ש ה שומרים מעריצים רוקד
True,ה יועצים ש ה מהנדס מכיר חיים
True,ה נהגים ש מעריצים את ה מהנדס חיים
True,ה חקלאים צוחקים ו נוסעים
True,ה נהג ש מעריץ את ה בנאי נוסע
True,ה טייסים מאחורי ה טכנאים נוסעים
True,ה יועץ ש שונא את ה שומר צוחק
False,ה רופא ש שונא את ה טכנאים רצים
False,ה מלצר ש מעריץ את ה מהנדסים רוקדים
True,ה טייסים ש ה זמר מכיר נוסעים
True,ה מלצרים ש מכירים את ה בנאים שוחים
True,ה קצינים רצים ו נוסעים
False,ה טייס ש ה בנאים שונא חי
False,ה קצינים ש שונאים את ה רקדן נוסע
True,ה טבחים מאחורי ה מלחין צוחקים
False,ה מלצר ש מעריץ את ה נהג צוחקים
True,ה מלצרים ש ה שרים מעריצים חיים
False,ה קצינים ש שונאים את ה מהנדסים ישן
False,ה קצינים ש ה מהנדסים אוהב רצים
True,ה נהג ש ה רקדן מעריץ שוחה
False,ה יועצים ש ה בנאים מעריצים רוקד
False,ה יועץ ליד ה נהגים ישנים
False,ה מלצר ש אוהב את ה טכנאי חיים
False,ה מנהל חי ו חיים
False,ה טייסים ש ה עובדים שונא רוקדים
False,ה קצין ש ה שר מעריץ שוחים
True,ה טייסים ש ה טכנאים מכירים נוסעים
True,ה יועץ ש ה טכנאי מעריץ רץ
False,ה נהגים ש מעריצים את ה מלחין ישן
False,ה חקלאי ישן ו שוחים
True,ה נהג ש ה בנאי שונא חי
False,ה מנהל ש ה עובדים מעריץ שוחה
False,ה מנהל ש ה שרים שונאים נוסעים
False,ה קצין ש ה שומר מכירים שוחה
False,ה טבח ש ה שרים שונאים שוחים
False,ה נהגים ש אוהבים את ה מהנדס חי
False,ה נהגים רצים ו מבשל
False,ה נהגים ש ה נהגים אוהבים נוסע
True,ה מנהלים מאחורי ה שרים ישנים
False,ה קצינים ש אוהבים את ה זמרים נוסע
False,ה רופאים ש אוהבים את ה מהנדסים רץ
True,ה יועץ מאחורי ה נהג צוחק
True,ה מלצר ש ה זמר שונא ישן
False,ה קצינים ש ה בנאי מעריצים נוסעים
True,ה טייס ש ה טכנאים מכירים נוסע
False,ה חייל ש ה שומרים מכירים שוחים
False,ה חייל ש ה זמר מכירים נוסע
False,ה מנהלים משחקים כדורגל עם חברים ו אוהב לצפות ב תוכניות טלוויזיה
True,ה מלצרים מאחורי ה רקדן צוחקים
True,ה יועצים ש ה עובד שונא נוסעים
False,ה טבחים ש ה שומר מעריץ צוחק
False,ה מנהל ליד ה עובדים רוקדים
False,ה נהגים ש ה רקדנים אוהבים נוסע
False,ה נהג מאחורי ה שומר רצים
False,ה חיילים ש ה טכנאי אוהבים ישנים
True,ה טייסים ש ה עובד מכיר רצים
True,ה מלצר ליד ה בנאים רץ
False,ה מלצרים ש ה רקדנים מעריצים רוקד
False,ה קצינים ש שונאים את ה מהנדס צוחק
True,ה טבח ש ה טכנאי אוהב חי
True,ה חקלאי מאחורי ה שר נוסע
True,ה יועץ ש מעריץ את ה שר רץ
False,ה מנהל ש ה בנאים אוהבים צוחקים
True,ה מנהלים ש ה מהנדסים אוהבים ישנים
True,ה מנהל מאחורי ה שרים חי
False,ה טבחים ש ה זמרים אוהבים חי
False,ה חייל ש ה טכנאי שונא צוחקים
True,ה טייס מאחורי ה עובד נוסע
False,ה מנהלים ש מעריצים את ה בנאים צוחק
False,ה רופאים ש שונאים את ה מלחין חי
True,ה יועצים ש ה רקדנים מעריצים צוחקים
False,ה רופא ש מכיר את ה עובד נוסעים
False,ה קצין ש ה נהג מכירים ישן
True,ה חיילים ש ה מלחין אוהב נוסעים
True,ה מנהלים ש שונאים את ה רקדנים רוקדים
True,ה טבח ליד ה רקדן רוקד
True,ה יועצים ש ה זמרים שונאים חיים
True,ה חקלאים ש שונאים את ה עובד צוחקים
False,ה רופא ש ה בנאים מעריץ חי
True,ה מנהלים ש מעריצים את ה עובד רצים
False,ה טייסים ש מכירים את ה שומרים רץ
True,ה טבח ש ה שר אוהב שוחה
True,ה חייל מאחורי ה נהג חי
True,ה טבח ש מעריץ את ה שר רוקד
False,ה טייסים ש ה נהג שונאים נוסעים
False,ה נהגים ש אוהבים את ה בנאים צוחק
True,ה יועץ ש ה זמרים אוהבים רוקד
True,ה רופאים ש ה טכנאים מעריצים רצים
True,ה יועץ ש ה רקדן מעריץ חי
False,ה נהג ש מעריץ את ה שומרים נוסעים
True,ה חיילים ש מכירים את ה בנאים רוקדים
False,ה רופא ש ה בנאי מעריצים רוקד
False,ה יועץ מאחורי ה בנאי נוסעים
False,ה חקלאים מאחורי ה שרים צוחק
False,ה נהגים ש ה עובד מעריצים ישנים
True,ה טייסים ש מעריצים את ה טכנאים רוקדים
False,ה רופא ש ה שרים מעריץ נוסע
False,ה קצין ש ה רקדנים שונא נוסע
False,ה קצין ש ה עובד מעריצים ישן
True,ה חיילים ש ה רקדנים מעריצים צוחקים
False,ה קצין ש ה בנאי מעריץ רוקדים
False,ה מנהל ש ה מהנדסים מכירים צוחקים
True,ה מלצר ש ה רקדן שונא נוסע
False,ה מנהלים ש מכירים את ה רקדן נוסע
True,ה מנהלים ש מכירים את ה מלחינים שוחים
True,ה מנהל ש ה טכנאי אוהב רץ
True,ה טייס ש ה טכנאים אוהבים נוסע
False,ה חקלאים ש ה בנאי מכירים חיים
True,ה נהג מאחורי ה רקדן צוחק
True,ה קצין מאחורי ה זמרים רץ
False,ה קצין ש ה טכנאים מעריצים חיים
True,ה יועץ ש ה עובדים שונאים רוקד
False,ה מנהלים מאחורי ה שרים שוחה
True,ה מלצר מאחורי ה זמרים שוחה
False,ה טייסים ש מכירים את ה נהגים שוחה
False,ה רופא מאחורי ה מהנדס צוחקים
True,ה חקלאים מאחורי ה עובד נוסעים
True,ה קצינים ש ה שומרים שונאים צוחקים
False,ה טייסים ש ה מלחינים מכירים רץ
False,ה מנהלים ש ה בנאים אוהבים רץ
True,ה מנהלים מאחורי ה בנאים חיים
True,ה טייס ש אוהב את ה שומר שוחה
False,ה מלצרים מאחורי ה טכנאים רוקד
True,ה יועצים ש שונאים את ה שר נוסעים
True,ה חייל ליד ה שומר ישן
False,ה מנהלים ש שונאים את ה עובד רץ
True,ה נהג ש ה נהג מעריץ נוסע
True,ה מנהל ש מכיר את ה רקדנים שוחה
True,ה מנהלים ש מעריצים את ה שרים רצים
False,ה חקלאי ש ה טכנאי אוהבים חי
False,ה קצינים ש ה נהגים שונאים רוקד
True,ה חקלאים ש ה שרים שונאים נוסעים
True,ה חקלאים ש ה טכנאים מכירים צוחקים
False,ה חקלאים ליד ה בנאי רוקד
True,ה טייסים ש ה עובדים מכירים ישנים
True,ה מלצרים ש אוהבים את ה נהגים ישנים
True,ה טייסים ש שונאים את ה טכנאים שוחים
False,ה מלצר ש מכיר את ה רקדן רצים
True,ה טבח ש ה שרים מעריצים ישן
False,ה קצין ש ה זמרים מעריץ ישן
False,ה מנהל ש ה נהגים מעריצים נוסעים
True,ה חיילים ש שונאים את ה עובדים רצים
True,ה חקלאי ש מכיר את ה שרים נוסע
False,ה טייסים ש ה מלחינים שונא נוסעים
False,ה חקלאים ש שונאים את ה שומר רץ
True,ה מלצר ש ה מלחינים מעריצים ישן
False,ה מנהל ש מכיר את ה רקדן שוחים
True,ה טייס ש ה טכנאים מכירים שוחה
True,ה מלצר ש מכיר את ה עובדים נוסע
True,ה חיילים ש ה שר מכיר ישנים
True,ה מלצר ליד ה בנאים שוחה
True,ה רופא מאחורי ה עובדים ישן
False,ה מלצרים ש ה עובד מעריצים שוחים
True,ה מלצר ש ה זמר אוהב שוחה
False,ה חיילים ש ה מלחין אוהבים נוסעים
False,ה חקלאים ש ה מלחין שונאים שוחים
False,ה חקלאי ש ה שומר מעריץ צוחקים
False,ה נהג ש מכיר את ה שר נוסעים
False,ה טבחים ש ה נהג אוהב ישן
True,ה טייסים ש ה רקדן מעריץ רוקדים
True,ה חקלאי ש ה שר אוהב חי
False,ה מנהל ש שונא את ה מלחינים רצים
False,ה נהג ש ה טכנאים שונא שוחה
False,ה מלצרים ש ה טכנאים מכיר שוחים
True,ה נהגים ש ה רקדנים שונאים ישנים
True,ה טבחים מאחורי ה עובד חיים
True,ה חיילים ש ה שר אוהב ישנים
False,ה נהגים ש אוהבים את ה מהנדס רוקד
False,ה נהגים ש ה עובדים אוהבים שוחה
False,ה חקלאים ש מכירים את ה עובדים רוקד
False,ה רופאים ש ה זמרים שונא רצים
False,ה קצינים ש ה מלחין אוהבים נוסעים
True,ה נהג ש אוהב את ה מהנדס חי
True,ה חייל ש אוהב את ה נהגים חי
True,ה יועצים ש ה בנאי מכיר צוחקים
False,ה רופאים ש שונאים את ה מלחין צוחק
True,ה חייל ש אוהב את ה מלחינים חי
False,ה נהג ליד ה נהגים נוסעים
True,ה חקלאי ש מעריץ את ה שומר נוסע
True,ה נהג ש ה בנאי מכיר רץ
True,ה נהגים ש אוהבים את ה מלחין חיים
True,ה רופאים ש ה מהנדס שונא שוחים
False,ה נהג ש מכיר את ה מלחין רוקדים
False,ה חקלאים ש אוהבים את ה מלחין ישן
False,ה טבחים ש ה בנאים שונאים חי
True,ה חיילים ש ה זמר אוהב נוסעים
False,ה טבחים ש ה נהג מכירים נוסעים
False,ה קצינים מאחורי ה שרים שוחה
False,ה מנהל ליד ה רקדנים חיים
False,ה יועצים ש אוהבים את ה נהגים נוסע
False,ה חייל חי ו מבשלים
True,ה מנהל מאחורי ה מלחינים ישן
True,ה קצינים ש מכירים את ה רקדן נוסעים
False,ה קצינים ש ה בנאי שונא צוחק
False,ה טייס ש ה מלחין מעריץ רוקדים
True,ה טבח ש ה נהגים מכירים רוקד
False,ה טייסים ש ה בנאי מעריצים צוחקים
True,ה נהג ש ה רקדנים מכירים נוסע
False,ה מלצרים ש אוהבים את ה רקדנים רוקד
True,ה טייס מאחורי ה נהגים רץ
False,ה מנהל ש שונא את ה מלחין רצים
True,ה רופא ליד ה מהנדס שוחה
False,ה טבחים ש ה בנאים אוהבים שוחה
False,ה רופא ש ה טכנאי אוהב נוסעים
True,ה חייל ש ה בנאים מכירים נוסע
False,ה טבח ש ה נהג שונאים רץ
False,ה קצינים ש ה שומר אוהבים חיים
False,ה חקלאים ש אוהבים את ה טכנאים ישן
True,ה טייסים ש מעריצים את ה מלחינים רוקדים
False,ה מלצר ש מכיר את ה עובדים נוסעים
False,ה יועץ ש מכיר את ה זמר רוקדים
False,ה חקלאי ש ה שר מכיר ישנים
False,ה קצינים מאחורי ה בנאים ישן
False,ה חקלאים ש מכירים את ה שר חי
False,ה נהג ש ה בנאי מכיר רצים
True,ה חקלאי ש ה בנאי אוהב נוסע
False,ה נהג ש ה זמר אוהבים צוחק
True,ה מלצרים ליד ה עובד רוקדים
True,ה מלצר ש ה נהגים אוהבים שוחה
True,ה מנהל מאחורי ה שומר רץ
False,ה חיילים מאחורי ה עובדים ישן
False,ה קצין ש ה זמר אוהב רצים
True,ה יועץ ש ה נהג מעריץ צוחק
False,ה טבח ש ה עובד מעריצים ישן
True,ה חקלאים ש מעריצים את ה בנאי צוחקים
True,ה קצינים ש ה מהנדס אוהב ישנים
False,ה חקלאים ש ה שרים אוהבים צוחק
True,ה טבחים ש מכירים את ה מהנדס ישנים
False,ה חייל ש ה עובד אוהבים נוסע
False,ה קצינים ש ה טכנאים אוהבים צוחק
True,ה נהג ש אוהב את ה מהנדס רץ
True,ה מנהלים ש ה טכנאי שונא שוחים
False,ה רופאים ש ה מהנדס אוהב נוסע
False,ה מלצר ש ה בנאי מעריצים רוקד
False,ה טייס ש ה בנאים אוהבים נוסעים
False,ה נהגים ש ה מהנדסים שונאים ישן
False,ה חיילים ש מכירים את ה שומרים שוחה
True,ה טייסים ש ה זמר אוהב רצים
False,ה מנהל ש ה מלחין אוהבים נוסע
False,ה מלצרים ש ה שומרים שונאים רוקד
False,ה רופא ליד ה בנאי חיים
True,ה חיילים ש ה בנאים מכירים רצים
False,ה חיילים ש ה מהנדס מכיר רוקד
True,ה מלצרים ליד ה שומרים נוסעים
False,ה חיילים ש ה מלחינים מעריץ רוקדים
False,ה קצינים ש מעריצים את ה מהנדסים חי
False,ה מנהל ש מכיר את ה עובד צוחקים
True,ה חקלאי ש מעריץ את ה זמרים נוסע
False,ה נהגים ש ה זמר מעריץ צוחק
False,ה יועץ ש מכיר את ה בנאי צוחקים
True,ה חקלאים ש ה מהנדס אוהב ישנים
True,ה טייס מאחורי ה נהגים צוחק
True,ה חיילים ש אוהבים את ה טכנאי חיים
False,ה מלצרים ש ה רקדנים אוהב רצים
False,ה חקלאי חי ו צוחקים
False,ה מנהל ש אוהב את ה מהנדס נוסעים
True,ה טייס ש ה שר שונא רוקד
False,ה חקלאים ש ה מהנדס מעריץ רץ
True,ה מנהל ש ה רקדנים מעריצים רוקד
True,ה רופאים ליד ה מלחין רצים
False,ה נהגים ש שונאים את ה מהנדס שוחה
True,ה רופאים ש ה עובד מעריץ רצים
True,ה חקלאים ש ה עובדים מעריצים ישנים
True,ה מנהל ש ה נהג אוהב חי
True,ה קצין ש ה בנאי מכיר חי
False,ה יועצים ש ה טכנאים מעריצים רץ
False,ה מנהלים ש ה שומרים מעריצים רץ
False,ה מלצרים ש ה בנאי מעריץ שוחה
False,ה חייל ש מכיר את ה מהנדס שוחים
True,ה רופאים מאחורי ה רקדנים צוחקים
False,ה חייל ש אוהב את ה שרים רוקדים
True,ה קצינים ש אוהבים את ה זמרים חיים
False,ה חיילים ש אוהבים את ה בנאי חי
False,ה טבח ש ה זמר מכירים צוחק
False,ה נהגים דוברים חמש שפות שונות ו גר ב מרכז ה עיר
True,ה חייל ש ה טכנאים מכירים נוסע
True,ה קצינים ש ה עובדים אוהבים שוחים
False,ה מלצרים ש ה רקדן מעריץ רץ
False,ה חקלאי ליד ה מהנדס רצים
True,ה חקלאים ש ה רקדנים מכירים חיים
True,ה מלצרים ש ה רקדן מעריץ חיים
False,ה טבחים ש אוהבים את ה מהנדסים רוקד
True,ה טבחים ש ה בנאי מכיר חיים
True,ה נהגים ש ה טכנאים שונאים צוחקים
False,ה חקלאים ש ה טכנאי שונאים שוחים
False,ה חיילים ש ה בנאי מעריצים ישנים
True,ה מלצר גר ב מרכז ה עיר ו גר ב מרכז ה עיר
True,ה רופאים ש ה שר שונא שוחים
False,ה טייס ש ה זמר מכיר נוסעים
True,ה טייס ש ה בנאים מכירים חי
True,ה חייל ש אוהב את ה מלחין רוקד
True,ה מנהל ש ה בנאי מכיר שוחה
False,ה רופאים ש מכירים את ה שומר רץ
True,ה טייס ש ה עובדים שונאים ישן
False,ה נהגים ש מעריצים את ה נהגים חי
False,ה מנהל מאחורי ה מלחין צוחקים
False,ה טבחים ש ה שומרים שונא שוחים
True,ה טייס מאחורי ה בנאים ישן
False,ה מנהל ש ה מהנדס שונא רוקדים
True,ה רופא ש ה רקדן אוהב רוקד
False,ה נהג ש ה בנאים מעריצים חיים
False,ה מנהל ש ה זמר אוהב שוחים
False,ה קצין ש ה עובד שונא רצים
True,ה חקלאים ש ה רקדן שונא רוקדים
True,ה רופא ש ה נהג שונא רוקד
False,ה מנהל ש ה עובד אוהבים חי
True,ה מנהל ליד ה שומרים צוחק
False,ה חיילים ש ה בנאי מעריצים רצים
True,ה קצינים ש אוהבים את ה שרים צוחקים
True,ה טייס ש מכיר את ה עובדים רץ
True,ה טייס ש אוהב את ה עובד ישן
True,ה רופא ש שונא את ה שומר חי
False,ה יועץ ש מכיר את ה רקדן צוחקים
False,ה מלצרים ש ה רקדנים מכיר ישנים
False,ה קצינים ש ה מלחינים מכיר ישנים
True,ה מנהל ש ה עובדים אוהבים רוקד
False,ה מלצרים ש ה שר אוהב רץ
False,ה נהג ש ה זמר אוהב רצים
True,ה קצין ש ה מלחין שונא נוסע
False,ה חקלאים ש שונאים את ה זמרים צוחק
False,ה יועץ ש אוהב את ה מלחין צוחקים
False,ה חקלאים מאחורי ה בנאים חי
False,ה מלצרים ש ה שר שונא שוחה
False,ה נהגים ש ה נהגים מעריצים רוקד
False,ה טייס ליד ה נהגים חיים
True,ה רופאים ש אוהבים את ה מלחין חיים
True,ה קצינים ש ה נהג אוהב רצים
True,ה חקלאים ש אוהבים את ה בנאים נוסעים
False,ה יועץ ש אוהב את ה מלחינים חיים
True,ה חקלאים ליד ה מלחין שוחים
True,ה יועצים ש ה עובד שונא רצים
False,ה מלצרים ליד ה נהגים חי
True,ה טבחים מאחורי ה בנאי רצים
False,ה רופא ש מעריץ את ה שומר רוקדים
False,ה טייסים ש שונאים את ה מלחינים נוסע
False,ה קצינים ש שונאים את ה טכנאים רוקד
False,ה רופא ש מכיר את ה מלחין נוסעים
True,ה יועץ ש ה עובדים מעריצים ישן
True,ה קצינים ש ה שומרים מעריצים רצים
False,ה טבחים ש ה טכנאי מכיר רוקד
True,ה יועץ ש שונא את ה מהנדס נוסע
True,ה מנהל ש ה טכנאים מכירים נוסע
False,ה רופאים ש ה נהגים אוהב נוסעים
True,ה מנהל ליד ה עובד חי
True,ה טייסים ש מכירים את ה שר נוסעים
True,ה נהגים ש ה בנאי מכיר שוחים
False,ה טבח ש ה זמר שונא רצים
True,ה מנהל ש מכיר את ה נהג נוסע
False,ה חקלאים ש מכירים את ה עובד חי
True,ה מלצרים ש אוהבים את ה מהנדס צוחקים
True,ה קצינים ש ה זמר אוהב חיים
False,ה טבח ש ה מהנדסים מכיר נוסע
False,ה טבח ש ה בנאי שונא ישנים
True,ה יועצים ליד ה זמר ישנים
True,ה חיילים ש ה זמר מכיר רצים
False,ה יועצים ש ה שרים מעריצים נוסע
True,ה טבחים ש ה שר אוהב ישנים
False,ה טבח ש מכיר את ה עובד רוקדים
True,ה טבחים ש ה מלחין אוהב רוקדים
True,ה מלצרים שוחים ו חיים
True,ה מנהל ש ה מלחין מכיר נוסע
True,ה חקלאי ש ה מלחינים מעריצים חי
False,ה טבח ש ה נהגים מכירים רצים
True,ה מנהל ש ה זמרים אוהבים שוחה
False,ה מלצר ש שונא את ה בנאים חיים
False,ה חיילים ש מכירים את ה רקדן ישן
True,ה מלצרים ש ה רקדנים מכירים שוחים
True,ה יועצים ש מכירים את ה רקדן ישנים
True,ה חייל ש ה בנאי שונא רוקד
False,ה קצינים רוקדים ו צוחק
True,ה קצין ש ה נהגים מעריצים חי
False,ה חקלאים ש ה שרים אוהבים נוסע
True,ה טבח ש ה מלחינים מעריצים שוחה
False,ה חיילים ש ה שרים שונאים ישן
True,ה טבחים ש מעריצים את ה זמרים רוקדים
False,ה טבחים ש ה טכנאי שונא רץ
False,ה נהגים ש אוהבים את ה טכנאי צוחק
True,ה רופא ש מעריץ את ה עובד חי
False,ה יועצים ש שונאים את ה עובדים צוחק
True,ה חייל ש אוהב את ה טכנאים ישן
False,ה יועץ ש שונא את ה רקדן ישנים
False,ה חקלאים ש ה בנאים שונא צוחקים
True,ה קצין ש ה שרים מעריצים רץ
True,ה חייל ש ה טכנאי אוהב רוקד
False,ה חייל ש ה עובד מכיר רוקדים
False,ה חיילים ש ה עובד אוהב ישן
False,ה טבחים ש ה טכנאי מכירים רוקדים
False,ה רופא ש שונא את ה נהג חיים
False,ה יועץ ש מכיר את ה עובדים שוחים
False,ה מנהל ש ה טכנאי מעריצים צוחק
False,ה מנהל כותב ב יומן מדי יום ו גרים ב מרכז ה עיר
False,ה חיילים משחקים כדורגל עם חברים ו דובר חמש שפות שונות
True,ה קצינים ליד ה נהג ישנים
True,ה מלצרים מאחורי ה רקדנים רצים
True,ה רופאים ש אוהבים את ה שר רוקדים
False,ה נהג ש ה בנאים מכיר רץ
True,ה טייס ליד ה מלחין נוסע
False,ה מנהלים ש ה שומרים אוהב ישנים
False,ה נהגים ש ה זמר מכירים חיים
False,ה טייסים ש ה עובדים מעריץ רוקדים
True,ה מנהל ש ה עובדים שונאים רץ
False,ה מנהלים ש ה טכנאים אוהבים שוחה
True,ה טייס ש מעריץ את ה שומרים רוקד
True,ה טבח ש ה שומר שונא ישן
False,ה נהגים ליד ה שומר שוחה
True,ה מנהל ש ה בנאי מעריץ שוחה
True,ה חקלאים ש ה שומרים מעריצים שוחים
True,ה טבחים ליד ה בנאי רוקדים
False,ה יועצים ש ה בנאים שונאים רץ
True,ה טבח ש שונא את ה מלחינים שוחה
False,ה טייסים ש ה עובדים מעריצים צוחק
